OTU_ID,M9,M4,M8,M6,M7,M3,M2,M10,M1,M5,taxonomy
Prevotella_bryantii_AF396925,2,0,0,0,0,0,0,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_bryantii
Blautia_hydrogenotrophica_GU968169,0,0,0,1,0,0,0,0,0,1,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia_hydrogenotrophica
OTU1160,0,1,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1160|NN=Clostridium_methylpentosum_Y18181|D=94.6
OTU1163,24,1,0,8,4,5,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1163|NN=Ruminococcus_lactaris_NR_027579.1|D=93.4
OTU1162,1,0,0,0,0,0,1,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Butyricimonas; OTU1162|NN=Butyricimonas_virosa_AB443949|D=96.3
OTU1613,2,0,0,1,15,1,0,0,0,1,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU1613|NN=Prevotella_stercorea_AB244774|D=96.3
OTU1612,0,0,0,0,0,5,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU1612|NN=Clostridium_symbiosum_CLORR16SAA|D=95.9
Microbacterium_foliorum_JX966439,1,0,0,0,0,0,0,0,0,2,Actinobacteria; Actinobacteria; Actinomycetales; Microbacteriaceae; Microbacterium; Microbacterium_foliorum
OTU1610,0,0,3,0,0,0,0,4,0,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; unclassified; OTU1610|NN=Enterobacter_cancerogenus_JN644583|D=94.9
Lactobacillus_ruminis_JQ805632,0,1,0,0,0,0,1,0,0,0,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_ruminis
OTU1616,0,0,0,1,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1616|NN=Fusicatenibacter_saccharivorans_AB698912|D=90.2
OTU1615,0,0,0,0,0,0,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU1615|NN=Eubacterium_ventriosum_EUBRRDAB|D=95.1
OTU1367,0,0,0,2,8,0,0,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU1367|NN=Prevotella_copri_AB064923|D=96.7
OTU1366,0,27,0,46,321,8,1,0,0,3,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; OTU1366|NN=Blautia_coccoides_EF025906|D=95.5
OTU626,0,0,0,0,2,1,0,0,0,0,Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Olsenella; OTU626|NN=Olsenella_uli_AY005814|D=94.2
Clostridium_cocleatum_Y18188,0,0,0,0,0,0,0,0,0,1,Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelatoclostridium; Erysipelatoclostridium_cocleatum
OTU189,0,0,0,0,0,0,3,0,0,0,Firmicutes; unclassified; unclassified; unclassified; unclassified; OTU189|NN=Bacillus_thuringiensis_AM292029|D=79.1
OTU1362,0,2,0,0,0,3,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes; OTU1362|NN=Anaerostipes_butyraticus_AB616134|D=96
OTU1008,1,0,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; OTU1008|NN=Faecalibacterium_prausnitzii_X85022|D=94.9
OTU1009,3,0,0,0,1,4,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes; OTU1009|NN=Anoxystipes_fissicatena_NR_104800.1|D=92.9
OTU1006,1,0,0,0,0,2,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1006|NN=Eubacterium_rectale_AY804151|D=93.3
OTU184,0,0,0,0,0,1,0,0,0,0,Proteobacteria; Alphaproteobacteria; RF32; unclassified; unclassified; OTU184|NN=Ochrobactrum_anthropi_KC845230|D=79
Arthrobacter_oxydans_FM955886,2,2,2,1,1,1,1,0,1,1,Actinobacteria; Actinobacteria; Actinomycetales; Micrococcaceae; Arthrobacter; Arthrobacter_oxydans
OTU1005,0,0,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella; OTU1005|NN=Clostridium_nexile_X73443|D=96.2
Citrobacter_amalonaticus_AF025370,4,27,1707,1,3,0,0,5230,52,35,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Citrobacter; Citrobacter_amalonaticus
Roseburia_faecis_AY804149,44,9,0,12,40,23,3,0,0,1,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; Roseburia_faecis
OTU99,97,150,0,12,22,16,38,0,29,36,Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; unclassified; OTU99|NN=Barnesiella_intestinihominis_AB370251|D=85.2
OTU221,131,6,0,0,31,1,0,0,49,5,Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; OTU221|NN=Enterococcus_hirae_KC731419|D=96.3
Cellulosimicrobium_cellulans_AB210961,0,1,0,0,0,0,0,0,0,0,Actinobacteria; Actinobacteria; Actinomycetales; Promicromonosporaceae; Cellulosimicrobium; Cellulosimicrobium_cellulans
Lactococcus_garvieae_JQ993880,9,0,0,1,3,0,5,0,0,14,Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus_garvieae
OTU1349,0,7,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1349|NN=Blautia_wexlerae_EF036467|D=93.9
Shigella_flexneri_EF643608,1,55,2001,0,12,0,0,1613,299,48,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Shigella; Shigella_flexneri
OTU227,2,0,0,1,1,0,0,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU227|NN=Prevotella_shahii_AB108825|D=89.3
Clostridium_glycyrrhizinilyticum_AB233029,63,4,0,73,75,45,19,1,0,2,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium_glycyrrhizinilyticum
OTU984,0,0,0,1,0,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU984|NN=Clostridium_clariflavum_NR_102987.1|D=77.1
OTU881,8,0,0,1,0,1,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU881|NN=Ruminococcus_gauvreauii_EF529620|D=93.4
OTU986,4,0,0,4,1,2,2,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella; OTU986|NN=Barnesiella_intestinihominis_AB370251|D=85.3
OTU1723,1,1,4,0,0,0,0,3,1,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU1723|NN=Prevotella_copri_AB064923|D=92.9
OTU980,0,0,0,0,0,0,1,0,0,0,Firmicutes; unclassified; unclassified; unclassified; unclassified; OTU980|NN=Cellulosilyticum_lentocellum_X71851|D=77.1
Dorea_longicatena_HQ259728,31,2,2,11,1,31,1,0,1,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; Dorea_longicatena
OTU823,0,2,0,0,1,0,1,0,0,1,Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; unclassified; OTU823|NN=Clostridium_bartlettii_AY438672|D=96.4
Gordonia_terrae_AB355992,0,1,0,0,0,0,0,0,0,0,Actinobacteria; Actinobacteria; Actinomycetales; Gordoniaceae; Gordonia; Gordonia_terrae
Enterococcus_durans_AF061000.1,41,0,32,0,68,0,2,0,33,3,Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus_durans
OTU1291,1,0,0,3,2,0,0,0,3,5,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; OTU1291|NN=Lactobacillus_gasseri_JQ805634|D=97
Anaerofilum_pentosovorans_X97852,0,0,0,1,1,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Anaerofilum; Anaerofilum_pentosovorans
Collinsella_stercoris_AB558488,0,0,0,3,1,0,0,0,0,6,Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Collinsella; Collinsella_stercoris
Gordonibacter_pamelaeae_AB566419,7,2,0,43,16,7,51,0,1,1,Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Gordonibacter; Gordonibacter_pamelaeae
Prevotella_buccae_AB547675,14,0,0,8,17,29,5,1,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_buccae
Streptococcus_equinus_NR_113594.1,75,0,0,4,3,4,9,0,3,5,Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_equinus
OTU611,0,0,0,1,0,0,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU611|NN=Clostridium_paraputrificum_X73445|D=96
Anoxynatronum_sibiricum_AF522323,2,3,0,6,3,2,6,0,2,5,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Anoxynatronum; Anoxynatronum_sibiricum
Desulfovibrio_fairfieldensis_DFU42221,50,0,0,2,0,273,1,0,0,0,Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; Desulfovibrio; Desulfovibrio_fairfieldensis
Streptococcus_thoraltensis_Y09007,10,0,0,0,0,0,0,0,0,0,Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_thoraltensis
OTU1078,0,2,0,0,0,0,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU1078|NN=Oscillospira[Clostridium]_viride_X81125|D=88.7
Lactobacillus_brevis_EU626011.1,0,0,0,0,0,0,0,0,1,2,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_brevis
OTU1502,0,0,0,0,0,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Tyzzerella; OTU1502|NN=Clostridium_nexile_X73443|D=96.7
OTU1268,0,0,0,8,17,0,3,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU1268|NN=Prevotella_copri_AB064923|D=96.5
OTU1269,0,1,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1269|NN=Clostridium_chartatabidum_X71850|D=96.6
OTU1507,0,0,0,3,13,0,18,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU1507|NN=Ruminococcus_flavefaciens_AY349157|D=95.8
OTU868,0,0,0,0,0,1,0,0,0,0,Proteobacteria; Gammaproteobacteria; Cardiobacteriales; Cardiobacteriaceae; Cardiobacterium; OTU868|NN=Pseudomonas_monteilii_GQ284481|D=86.6
Porphyromonas_endodontalis_POYRR16SB,0,0,0,0,0,1,0,0,1,0,Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Porphyromonas; Porphyromonas_endodontalis
OTU1263,0,0,0,1,1,0,0,0,0,1,Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Olsenella; OTU1263|NN=Olsenella_profusa_AF292374|D=96.2
Paraprevotella_xylaniphila_AB547652,1,0,0,0,0,0,0,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Paraprevotella; Paraprevotella_xylaniphila
Turicibacter_sanguinis_AF349724,143,5,0,229,221,68,216,0,70,194,Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Turicibacter; Turicibacter_sanguinis
OTU1267,24,1,0,7,21,6,4,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Marvinbryantia; OTU1267|NN=Marvinbryantia_formatexigens_AJ318527|D=95
Lactobacillus_leichmanii_JX986966.1,2,0,0,3,1,0,5,0,0,0,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_leichmanii
OTU529,0,0,0,65,0,27,16,0,0,0,Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU529|NN=Clostridium_clariflavum_NR_102987.1|D=78.2
OTU528,2,0,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU528|NN=Clostridium_symbiosum_CLORR16SAA|D=91.8
OTU1468,0,1,0,0,0,0,0,0,2,2,Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; unclassified; OTU1468|NN=Adlercreutzia_equolifaciens_AB306660|D=90.2
OTU1464,29,3,24,3,8,5,1,2,0,4,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; OTU1464|NN=Bacteroides_fluxus_AB547642|D=94.4
OTU522,0,0,0,0,1,4,1,0,0,0,Cyanobacteria[Melainabacteria]; [Melainabacteria]; [Melainabacteriales]; [Melainabacteriaceae]; [Melainabacter]; OTU522|NN=Melainabacter_A1|D=92.9
OTU1467,0,0,0,1,0,0,2,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU1467|NN=Prevotella_copri_AB064923|D=88.1
Roseburia_hominis_AB661434,50,24,0,20,18,48,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; Roseburia_hominis
OTU525,0,46,0,8,0,7,14,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU525|NN=Clostridium_clariflavum_NR_102987.1|D=78.1
OTU1463,31,1,0,2,1,23,2,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1463|NN=Roseburia_hominis_AB661434|D=93.6
Brevibacterium_linens_AJ315491,0,0,0,0,0,0,0,0,0,1,Actinobacteria; Actinobacteria; Actinomycetales; Brevibacteriaceae; Brevibacterium; Brevibacterium_linens
Lactobacillus_mucosae_JQ805645,540,62,0,124,253,48,84,0,204,204,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_mucosae
Clostridium_paraputrificum_X73445,0,290,1,0,0,0,0,0,7,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_paraputrificum
OTU98,0,0,0,2,4,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU98|NN=Christensenella_minuta_AB490809|D=84.9
Lactobacillus_amylovorus_AY700063,4440,1783,0,1420,4218,98,2836,0,39,13,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_amylovorus
Providencia_alcalifaciens_HQ407254,0,0,0,0,0,0,0,2,0,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Providencia; Providencia_alcalifaciens
Bifidobacterium_adolescentis_AB437354,2,3,21,17,0,1,13,0,2,3,Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Bifidobacterium_adolescentis
Clostridium_cellobioparum_X71856,0,5,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_cellobioparum
OTU95,2,0,0,0,1,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; OTU95|NN=Coprococcus_eutactus_EF031543|D=96.2
Bacteroides_xylanisolvens_AB510713,65,294,0,12,3,0,4,20,198,54,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_xylanisolvens
OTU613,1,0,0,0,0,1,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU613|NN=Oscillospira[Flavonifractor]_plautii_Y18187|D=89.5
OTU318,20,0,0,1,0,0,0,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; unclassified; OTU318|NN=Barnesiella_intestinihominis_AB370251|D=85
OTU1142,0,0,1,1,0,0,0,0,0,0,Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; OTU1142|NN=Bifidobacterium_breve_BIFRR16SC|D=96.7
Stoquefichus_massiliensis_JX101690,0,0,0,5,60,0,0,0,0,0,Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Candidatus Stoquefichus; Candidatus Stoquefichus_massiliensis
Actinomyces_odontolyticus_GQ131411,9,3,3,0,3,2,7,1,1,2,Actinobacteria; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces; Actinomyces_odontolyticus
OTU561,1,0,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU561|NN=Roseburia_inulinivorans_AJ270474|D=91.4
Hafnia_alvei_Z83203,0,0,3,0,0,0,0,0,0,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Hafnia; Hafnia_alvei
Bacteroides_fragilis_BNRRGDA,18,1337,5018,12,30,16,6,63,313,155,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_fragilis
OTU300,0,4,0,0,5,2,0,0,0,1,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU300|NN=Prevotella_stercorea_AB244774|D=94.5
OTU314,0,0,0,0,0,0,0,0,1,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; OTU314|NN=Blautia_coccoides_EF025906|D=94.9
OTU315,1,2,1,152,112,2,170,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU315|NN=Clostridium_clostridioforme_AY169422|D=91.7
Cellulomonas_parahominis_AY655732,0,0,0,0,0,1,0,0,0,1,Actinobacteria; Actinobacteria; Actinomycetales; Cellulomonadaceae; Cellulomonas; Cellulomonas_parahominis
OTU317,9,4,0,3,2,8,6,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU317|NN=Clostridium_hathewayi_EF408243|D=93.3
OTU373,0,1,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; OTU373|NN=Blautia_glucerasea_AB588023|D=92.4
Blautia[Ruminococcus]_massiliensis_JN657221.2,1,5,0,4,20,2,0,0,1,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Blautia; Blautia_massiliensis
Asaccharobacter_celatus_AB849124,261,276,0,204,126,133,285,0,51,16,Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Asaccharobacter; Asaccharobacter_celatus
Peptoniphilus_asaccharolyticus_AB640690,1,0,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiales Family XI. Incertae Sedis; Peptoniphilus; Peptoniphilus_asaccharolyticus
Bifidobacterium_dentium_D86183,0,0,1,1,0,1,1,0,0,0,Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Bifidobacterium_dentium
Lactobacillus_oris_HM596285,1,1,0,0,0,0,0,0,0,0,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_oris
OTU612,0,0,0,2,0,0,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Catabacteriaceae; Catabacter; OTU612|NN=Catabacter_hongkongensis_AB671763|D=84.7
OTU266,0,50,0,0,0,0,0,0,277,234,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; OTU266|NN=Blautia_coccoides_EF025906|D=94.6
Clostridium_bartlettii_AY438672,763,1174,5,1265,1071,492,1201,1,1243,2231,Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Intestinibacter; Intestinibacter_bartlettii
OTU417,5,0,0,2,1,3,4,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU417|NN=Clostridium_bolteae_AJ508452|D=94.3
OTU61,0,0,0,0,0,1,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU61|NN=Ruminococcus_faecis_FJ611794.2|D=96.8
OTU798,1,0,0,1,0,11,3,0,0,0,Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU798|NN=Oscillibacter_valericigenes_AB238598|D=90.1
OTU799,0,1,0,0,0,0,0,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU799|NN=Prevotella_oulora_PVORR16SH|D=92.1
OTU411,1,0,1,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; OTU411|NN=Ruminococcus_torques_AB910746|D=95.9
Prevotella_oulora_PVORR16SH,6,1,0,1,31,1,1,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_oulora
OTU1216,0,1,1,0,7,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; [Ruminococcus]; OTU1216|NN=Clostridium_glycyrrhizinilyticum_AB233029|D=92.9
Corynebacterium_aurimucosum_AB269764,1,0,1,0,0,0,1,0,0,0,Actinobacteria; Actinobacteria; Actinomycetales; Corynebacteriaceae; Corynebacterium; Corynebacterium_aurimucosum
Slackia_exigua_AF101240,0,0,0,2,1,0,0,0,0,0,Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Slackia; Slackia_exigua
OTU1213,4,1,3,8,3,33,10,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU1213|NN=Oscillospira[Flavonifractor]_plautii_Y18187|D=94.1
OTU63,0,0,0,9,1,28,12,0,0,0,Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU63|NN=Clostridium_clariflavum_NR_102987.1|D=84.3
Bifidobacterium_gallicum_D86189,0,0,0,1,0,0,0,0,0,0,Actinobacteria; Actinobacteria; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Bifidobacterium_gallicum
OTU1210,6,0,0,0,0,2,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU1210|NN=Eubacterium_hallii_EUBRRDR|D=95.1
Lactobacillus_antri_AY253659,2572,386,0,810,1265,257,425,0,939,801,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_antri
OTU36,1,0,0,1,15,7,4,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU36|NN=Prevotella_copri_AB064923|D=96.6
Clostridium_difficile_X73450,4,901,0,3,4,3,1,0,12,12,Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Peptoclostridium; Peptoclostridium_difficile
OTU426,0,142,0,0,0,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU426|NN=Clostridium_sporosphaeroides_CLORR16SAD|D=92.3
OTU559,0,0,1,0,0,0,0,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; OTU559|NN=Alistipes_senegalensis_JF824804|D=96
OTU1592,0,0,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU1592|NN=Christensenella_minuta_AB490809|D=88.2
OTU555,0,1,0,0,4,3,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Christensenellaceae; unclassified; OTU555|NN=Christensenella_minuta_AB490809|D=88.7
OTU552,3,0,0,7,1,1,3,0,1,0,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; OTU552|NN=Lactobacillus_johnsonii_HE573915|D=96.9
Clostridium_clariflavum_NR_102987.1,0,0,0,0,0,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_clariflavum
OTU1597,0,2,0,10,18,0,10,0,0,0,Firmicutes; Clostridia; Clostridiales; [Mogibacteriaceae]; unclassified; OTU1597|NN=Eubacterium_sulci_AJ006963|D=89.4
OTU953,0,1,0,0,0,0,1,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; OTU953|NN=Bacteroides_vulgatus_BNRRR16SA|D=96.9
OTU899,0,0,0,2,0,0,5,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU899|NN=Clostridium_clariflavum_NR_102987.1|D=78.8
OTU956,0,0,0,0,0,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; [Ruminococcus]; OTU956|NN=Clostridium_glycyrrhizinilyticum_AB233029|D=95.7
Slackia_equolifaciens_AB910741,6,0,0,2,4,8,1,0,0,0,Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Slackia; Slackia_equolifaciens
OTU679,0,1,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Gemmiger; OTU679|NN=Gemmiger_formicilis_GU562446|D=91.1
OTU771,2,0,0,2,185,0,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU771|NN=Soleaferrea_massiliensis_JX101688|D=88
OTU32,1,1,1,0,0,0,0,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; OTU32|NN=Bacteroides_salyersiae_AB510707|D=96
OTU891,7,1,0,5,11,2,2,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU891|NN=Blautia_coccoides_EF025906|D=93.1
OTU890,0,0,0,0,0,2,2,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; unclassified; OTU890|NN=Clostridium_cellobioparum_X71856|D=84.8
OTU673,0,0,0,2,55,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU673|NN=Ruminococcus_callidus_X85100|D=93.8
OTU672,0,4,26,0,0,0,0,8,8,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; unclassified; OTU672|NN=Hafnia_alvei_Z83203|D=96.7
OTU670,1,0,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU670|NN=Anaerotruncus_colihominis_DQ002932|D=88.4
OTU339,0,0,1,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU339|NN=Ruminococcus_bromii_DQ882649|D=96.4
OTU599,26,1,0,0,2,9,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; OTU599|NN=Roseburia_intestinalis_AB661435|D=94
Bacteroides_clarus_AB547638,2,56,928,0,1,1,0,1909,27,158,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_clarus
OTU389,0,15,59,0,0,0,0,1,1,1,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; OTU389|NN=Bacteroides_xylanisolvens_AB510713|D=96.2
OTU383,348,0,0,10,21,61,16,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; OTU383|NN=Clostridium_populeti_X71853|D=91.5
